AF_F_10	F	single	640
AF_F_6	F	single	480
AF_F_7	F	single	370
AF_F_8	F	single	483
AF_F_9	F	single	578
AF_M_10	M	single	146
AF_M_6	M	single	132
AF_M_7	M	single	136
AF_M_8	M	single	128
AF_M_9	M	single	141
sample	sex	type	het_sites
